計算対象,日付,内容,金額（円）,保有金融機関,大項目,中項目,メモ,振替,ID
1,2021/11/23,デビット 237343,-5640,住信SBIネット銀行,未分類,未分類,,0,xpBV9k4GUgHHh9vHu5QSBA
0,2021/11/23,SBIハイブリッド預金,-1600,住信SBIネット銀行,未分類,未分類,,1,cyPpaZrOVi0A0HCXXdUOAQ
0,2021/11/23,普通 代表口座,-10000,住信SBIネット銀行,未分類,未分類,,1,sgrFn_db2hR6hfYqVgKisQ
0,2021/11/23,普通 代表口座,1600,住信SBIネット銀行,未分類,未分類,,1,zJYZCnLpD6eeNFNq2VEIJQ
0,2021/11/25,振込 シマダ シヨウゴ,80000,三井住友銀行,未分類,未分類,,0,v-BZcmc3cZ2_-4s8gmT7gg
1,2021/11/25,ポイントキャッシュバック,1600,住信SBIネット銀行,収入,その他入金,,0,T2n7yCyZvgfSfGu-lQwmNg
1,2021/11/25,給与*ニンテンドウ(カ,311236,住信SBIネット銀行,収入,給与,,0,7ysMEXMm_YLl0goAz_TSxw
0,2021/11/25,普通 円 人と使うお金,-5000,住信SBIネット銀行,未分類,未分類,,1,_qIaEQSLUSPKULAZVd-Hvg
0,2021/11/25,普通 円 旅行に行こう!,-15000,住信SBIネット銀行,未分類,未分類,,0,rZdShRUdWKIfUUx-v7iNvQ
0,2021/11/25,振込*シマダ シヨウゴ,-100000,住信SBIネット銀行,未分類,未分類,,0,ezctr34cIqWFXKqTSenAeA
0,2021/11/25,振込*シマダ シヨウゴ,-50000,住信SBIネット銀行,未分類,未分類,,0,rAvxQJmCMd8VZ4QiaZLiDw
0,2021/11/25,振込*シマダ シヨウゴ,-80000,住信SBIネット銀行,未分類,未分類,,0,uOfYTgb4dEis0hAr5v0g3A
0,2021/11/25,デビット 393027,-948,住信SBIネット銀行,未分類,未分類,,1,Iz9xpPL4kEINHUjZy6QSLg
0,2021/11/25,普通 円 代表口座,5000,住信SBIネット銀行,未分類,未分類,,1,AJ6s9u2LfG3dAnPnkJUxlg
1,2021/11/26,[Amazon限定ブランド]CCL い・ろ・は・すラベルレス 2LPET ×8本 販売: アマゾンジャパン合同会社,-998,Amazon.co.jp,未分類,未分類,,0,Tr1t97tGCej-J7ivfSuMsA
1,2021/11/26,割引,50,Amazon.co.jp,未分類,未分類,,0,1dk_1jfe550sHUD7KuGwuQ
1,2021/11/26,デビット 418373,-1000,住信SBIネット銀行,未分類,未分類,,0,e-Lqc3zvhSWinGVoolNp3g
1,2021/11/26,ATM セブン銀行,-15000,住信SBIネット銀行,現金・カード,ATM引き出し,,0,FmeWQ8XWsNxrrh9hocSnTA
1,2021/11/26,デビット 479046,-343,住信SBIネット銀行,未分類,未分類,,0,ouGarV3e62jXricLUtVHng
0,2021/11/27,デビット 571774,-5138,住信SBIネット銀行,未分類,未分類,,1,YOy1AW4lxokLYGaOtW6AbA
1,2021/11/28,"メイドインアビス(1) (バンブーコミックス)[Kindle 版] つくしあきひと 販売: Amazon Services International, Inc.",-811,Amazon.co.jp,未分類,未分類,,0,0aGLRtsnmLyYhfkVV1KdGg
0,2021/11/28,普通 円 クレジット支払い,-2000,住信SBIネット銀行,未分類,未分類,,1,kwtGNW6lzAVZ38a-s1-Uuw
0,2021/11/28,デビット 634161,-811,住信SBIネット銀行,未分類,未分類,,1,EcMBVpmFj3QXYvbnOa8ATw
0,2021/11/28,普通 円 クレジット支払い,-3000,住信SBIネット銀行,未分類,未分類,,1,7xcSZhaayL4i5XkwJVjBTg
0,2021/11/28,普通 円 代表口座,2000,住信SBIネット銀行,未分類,未分類,,1,fkhf8ZCH11zq9WpF1IdWYw
0,2021/11/28,普通 円 代表口座,3000,住信SBIネット銀行,未分類,未分類,,1,DkMMbZd2ldWZNx9e1aY32g
1,2021/11/29,Anker PowerLine III ライトニングケーブル MFi認証 iPhone充電 iPhone 12 / 12 Pro / 11 / SE(第2世代) iPad各種対応 (1.8m ブラック) 販売: AnkerDirect,-1118,Amazon.co.jp,未分類,未分類,,0,xh_55DF9DqexZ2NdY9_s2w
1,2021/11/29,Anker PowerLine III USB-C & USB-C 2.0 100W ケーブル (1.8m ブラック)【超高耐久/PD対応】MacBook Pro/Air iPad Pro Galaxy 等対応 販売: AnkerDirect,-1352,Amazon.co.jp,未分類,未分類,,0,J8IQuaeXlAGOXDhm5pfjzw
1,2021/11/29,Anker Nano II 45W (PD 充電器 USB-C)【独自技術Anker GaN II採用/PD対応/PPS規格対応/PSE技術基準適合/折りたたみ式プラグ】MacBook PD対応Windows PC iPad iPhone Galaxy Android スマートフォン ノートPC 各種 その他機器対応 (ブラック) 販売: AnkerDirect,-2712,Amazon.co.jp,その他,事業経費,,0,7o_-o0AdWHRb1bk2l4Ulqw
1,2021/11/29,Amazonポイント,44,Amazon.co.jp,未分類,未分類,,0,mIGnue7zHvhAEdpNlaN_vQ
1,2021/11/29,デビット 735518,-930,住信SBIネット銀行,未分類,未分類,,0,Bmg-CuUiMs8PQrLspPGLdA
0,2021/11/30,デビット 741295,-1323,住信SBIネット銀行,未分類,未分類,,1,utn5I9ZALCMoQqA7KRYjbg
1,2021/11/30,デビット 766400,-1288,住信SBIネット銀行,未分類,未分類,,0,J78s8Fv7TA_LVGIijy_oYg
1,2021/11/30,デビット 817262,-2000,住信SBIネット銀行,未分類,未分類,,0,sGLK3HT7GWS8PoxrJ09IYw
1,2021/11/30,振替 SBI証券,-1600,住信SBIネット銀行,未分類,未分類,,0,dNtqg0y_ccpLzOnU7fwpsA
1,2021/12/01,Anker PowerLine III USB-C & ライトニング ケーブル MFi認証 USB PD対応 急速充電 iPhone 13 / 13 Pro / 12 / SE(第2世代) 各種対応 (1.8m ブラック) 販売: AnkerDirect,-1323,Amazon.co.jp,未分類,未分類,,0,R9XRI-w36Ll6ZKQSthVJ_Q
0,2021/12/01,普通 円 クレジット支払い,-4000,住信SBIネット銀行,未分類,未分類,,1,qMK_MqutcVn8DinYcuEz4Q
1,2021/12/01,デビット 910464,-1000,住信SBIネット銀行,未分類,未分類,,0,kUaGpbpiG0pIxOP4SxRpaA
1,2021/12/01,デビット 910635,-330,住信SBIネット銀行,未分類,未分類,,0,wfN1Hx-r9GopFhObLtsMrg
0,2021/12/01,普通 円 代表口座,4000,住信SBIネット銀行,未分類,未分類,,1,9gptigqgPh2PvE03Eg5GWg
1,2021/12/02,デビット 952350,-590,住信SBIネット銀行,未分類,未分類,,0,ImjYbLpM6kWC55HHo8EteQ
1,2021/12/02,デビット 994634,-1019,住信SBIネット銀行,未分類,未分類,,0,PktPd79vpiYkOzQLJw_O2A
1,2021/12/03,デビット 816958,-2,住信SBIネット銀行,未分類,未分類,,0,i-UsqC6c3HfS-9WmCRFVCw
1,2021/12/03,デビット 031096,-648,住信SBIネット銀行,未分類,未分類,,0,kBeV3-f4XU63SulKdi2KZQ
1,2021/12/03,ATM イーネット,-10000,住信SBIネット銀行,現金・カード,ATM引き出し,,0,tYhdZ6dWgFZvnUVUtUOlMg
0,2021/12/04,普通 円 クレジット支払い,-10000,住信SBIネット銀行,未分類,未分類,,1,cLOSHEmM46cHx_WRpadtug
1,2021/12/04,デビット 088911,-1100,住信SBIネット銀行,未分類,未分類,,0,Hgp5J7Rvxy0FoGGuHcGAHQ
1,2021/12/04,デビット 141982,-318,住信SBIネット銀行,未分類,未分類,,0,9-zzfTXI5_4RTPbmh8VR1A
0,2021/12/04,普通 円 代表口座,10000,住信SBIネット銀行,未分類,未分類,,1,sT4YP344iMqd--pugD5qMQ
0,2021/12/04,普通 円 浮いたお金,17000,住信SBIネット銀行,未分類,未分類,,1,vxusad1D6L8VLNO_ByEVTg
0,2021/12/04,普通 円 クレジット支払い,-17000,住信SBIネット銀行,未分類,未分類,,1,X37hVbKDllmBANxXZJyutw
1,2021/12/05,デビット 203274,-550,住信SBIネット銀行,未分類,未分類,,0,VbendtRlTyAZzhSvXWpjRw
1,2021/12/05,ATM セブン銀行,-2000,住信SBIネット銀行,現金・カード,ATM引き出し,,0,kUrg1P7ZuEcIgKavkxX-Sg
1,2021/12/05,デビット 238312,-1026,住信SBIネット銀行,未分類,未分類,,0,p-Y6suRL7UwLuDm95wuRDQ
1,2021/12/07,デビット 392209,-546,住信SBIネット銀行,未分類,未分類,,0,P9bfME8esjqgMu777SF2iQ
1,2021/12/07,デビット 392422,-249,住信SBIネット銀行,未分類,未分類,,0,d23HBgfbZvHcwEpkk8tETg
1,2021/12/08,Anker PowerCore 10000 (10000mAh 大容量 モバイルバッテリー)【PSE技術基準適合/PowerIQ搭載】 iPhone&Android対応 2020年12月時点 (ブラック) 販売: AnkerDirect,-2990,Amazon.co.jp,未分類,未分類,,0,IBqqlU9wwcs2WA62rMsw3Q
0,2021/12/08,普通 円 浮いたお金,2600,住信SBIネット銀行,未分類,未分類,,1,orrYZnAWqVn3-ic32y961g
1,2021/12/08,デビット 460192,-1427,住信SBIネット銀行,未分類,未分類,,0,YpMa9xIrXqlO1n7q5BQszg
0,2021/12/08,普通 円 代表口座,-2600,住信SBIネット銀行,未分類,未分類,,1,GKkVzFdXsyBsZX94NokVdQ
0,2021/12/10,ミツイスミトモカ-ド (カ,-635,三井住友銀行,現金・カード,カード引き落とし,,1,KhsA0JlsDu_UB9qkpB6aFw
0,2021/12/10,振込 シマダ シヨウゴ,800000,三井住友銀行,未分類,未分類,,0,98Uoqr_9O_P_48tLAl2Qag
1,2021/12/10,賞与*ニンテンドウ(カ,841974,住信SBIネット銀行,収入,一時所得,,0,e_MH2TXuQXnTN3Gwz9U3Dw
0,2021/12/10,普通 円 浮いたお金,-830000,住信SBIネット銀行,未分類,未分類,,1,367WvCB2PVwpG6IYbONuIA
1,2021/12/10,ATM イーネット,-6000,住信SBIネット銀行,現金・カード,ATM引き出し,,0,MW76_YKGhsb6A1rx5JccXw
0,2021/12/10,普通 円 浮いたお金,800000,住信SBIネット銀行,未分類,未分類,,1,iURvgGDOKREO6qrfrIWctA
0,2021/12/10,振込*シマダ シヨウゴ,-800000,住信SBIネット銀行,未分類,未分類,,0,WkuXRZYsZZv1DadMRhWGGA
1,2021/12/10,フリカエ ペイペイ (S2221121020481609002),-1000,住信SBIネット銀行,未分類,未分類,,0,09eoo9empzcltnfvXnBZ9g
0,2021/12/10,普通 クレジット支払い,-40000,住信SBIネット銀行,未分類,未分類,,1,TTNwmmr3HlOR2wb3VjS4gA
0,2021/12/10,SBIハイブリッド預金,40000,住信SBIネット銀行,未分類,未分類,,1,flToRooo-ToUq5HaPS3W1g
0,2021/12/10,普通 円 代表口座,830000,住信SBIネット銀行,未分類,未分類,,1,sfvo2-CFPuWemVVmzMsbsg
0,2021/12/10,普通 円 代表口座,-800000,住信SBIネット銀行,未分類,未分類,,1,_BHsbJQ1Enn-JwYCYTulwA
0,2021/12/11,普通 円 クレジット支払い,76000,住信SBIネット銀行,未分類,未分類,,1,QExpBfNZC7WAeAYeIhcUzg
0,2021/12/11,振込*シマダ シヨウゴ,-76000,住信SBIネット銀行,未分類,未分類,,0,U-X3uC1dahW7EL42ZnEqZQ
0,2021/12/11,普通 円 浮いたお金,11000,住信SBIネット銀行,未分類,未分類,,1,UECpPQwKd1spuglFSDiiFg
1,2021/12/11,振込*カ)キヨウトチンタイスタイル,-11000,住信SBIネット銀行,未分類,未分類,,0,YslmhiQ2VYs34Ri3lxorxQ
1,2021/12/11,デビット 722019,-2534,住信SBIネット銀行,未分類,未分類,,0,vkDqsX3smuDEfMjw4SZhVQ
1,2021/12/11,デビット 724828,-1280,住信SBIネット銀行,未分類,未分類,,0,P5FYJl24vfwgFfF8xVeDAA
1,2021/12/11,デビット 725035,-484,住信SBIネット銀行,未分類,未分類,,0,uLpOOiPnbuFsaNdRl6Dvlg
1,2021/12/11,デビット 725548,-1320,住信SBIネット銀行,未分類,未分類,,0,Xdpd_LJ_SmzNKoBHw6O0rw
0,2021/12/11,普通 円 代表口座,-76000,住信SBIネット銀行,未分類,未分類,,1,FriNSSMVYW1J135piInCJA
0,2021/12/11,普通 円 人と使うお金,-5000,住信SBIネット銀行,未分類,未分類,,1,IIvdvYlMAmfUMIVhBrNOzA
0,2021/12/11,普通 円 代表口座,-11000,住信SBIネット銀行,未分類,未分類,,1,J-A9ACM9Ei1s8ZSyTrel5A
0,2021/12/11,普通 円 浮いたお金,5000,住信SBIネット銀行,未分類,未分類,,1,t_MCyb3htYNQk2_Drpda7A
0,2021/12/12,普通 円 浮いたお金,10000,住信SBIネット銀行,未分類,未分類,,1,6_nXdbDjaF2kR5OG9mFDtA
0,2021/12/12,普通 円 クレジット支払い,-10000,住信SBIネット銀行,未分類,未分類,,1,-97i0HxOP69EtzvplGoGnw
1,2021/12/13,アイリスオーヤマ 加湿器 卓上 大容量 アロマ ハイブリッド式加湿器 超音波式 + 加熱式 最大加湿量350ml/h リモコン付 ホワイト HDK-35-W 販売: アマゾンジャパン合同会社,-6230,Amazon.co.jp,未分類,未分類,,0,nyhbpQLJ2P2O01Ya7hN-fA
1,2021/12/13,AirTag 保護ケース Diestord AirTag 保護カバー TPU素材 裏表全面保護 防水防汗 耐衝撃性 便利 旅行 防震 軽量小型 紛失防止男女兼用 (绿) 販売: Tianyu-jp,-899,Amazon.co.jp,未分類,未分類,,0,RbKgR1B7kaoFdVp0Sf_I5A
1,2021/12/13,ELECROW 3.5インチ モバイルモニター Raspberry Pi用 3.5インチ モニター タッチパネルモニター TFT LCD ディスプレイ ポータブルモニター 480*320 小型液晶モニター Raspberry Pi 4B 3B+ 3B 2B 対応 ゲームモニター 1年付き 販売: ELECROW,-3299,Amazon.co.jp,趣味・娯楽,映画・音楽・ゲーム,,0,ibX86kQ9pUZw2f5DMyOL4A
1,2021/12/13,Amazonポイント,843,Amazon.co.jp,未分類,未分類,,0,UC1qBlkyfDyx-C6OvOj7fQ
0,2021/12/16,SBIハイブリッド預金,3000,住信SBIネット銀行,未分類,未分類,,1,DcbVSEhjT8htJExCS1tzVQ
1,2021/12/16,デビット 062820,-1000,住信SBIネット銀行,未分類,未分類,,0,kckkxZ6XWTeY92Aaaq7TFA
0,2021/12/16,デビット 116663,-948,住信SBIネット銀行,未分類,未分類,,1,RfCG02ERXWr1UZCcL8I07Q
0,2021/12/16,普通 代表口座,-3000,住信SBIネット銀行,未分類,未分類,,1,CFPWJHisaRumobqU0OZxJg
1,2021/12/17,[Amazon限定ブランド]CCL い・ろ・は・すラベルレス 2LPET ×8本 販売: アマゾンジャパン合同会社,-998,Amazon.co.jp,未分類,未分類,,0,htVzL4D29BfcCMwOXRwpEg
1,2021/12/17,割引,50,Amazon.co.jp,未分類,未分類,,0,RerWjLfy9SCVXi9Ep9TgLw
1,2021/12/17,デビット 191739,-308,住信SBIネット銀行,未分類,未分類,,0,WUto2WNRQXnmM-4-yp-Nrg
0,2021/12/18,ATM イーネット,494000,住信SBIネット銀行,未分類,未分類,,0,lI1Gh9SdipOiEyAuHKI5jQ
1,2021/12/18,デビット 269769,-920,住信SBIネット銀行,未分類,未分類,,0,C54vTtPTJONpPun2JFmORQ
0,2021/12/18,普通 円 浮いたお金,-494000,住信SBIネット銀行,未分類,未分類,,1,J4vguTIkc6qIGHq8L9lmNw
0,2021/12/18,普通 円 代表口座,494000,住信SBIネット銀行,未分類,未分類,,1,Ly66zFXTHQ94b5IHhknQPw
1,2021/12/19,フットレスト 調節可能な 足置き 角度・高さ調整可能 滑り止めラバー付き 疲労軽減 机の下の足置き台 オフィス 販売: Jinwen-JP,-2480,Amazon.co.jp,未分類,未分類,,0,dBJQWhH8-yEQ0TuF8RG_CA
0,2021/12/19,普通 円 浮いたお金,3000,住信SBIネット銀行,未分類,未分類,,1,9ksffH_xHYY0kb2WrEJAtw
1,2021/12/19,デビット 323716,-1400,住信SBIネット銀行,未分類,未分類,,0,v4NWX-qG1AJTB7bJohw-7A
1,2021/12/19,デビット 358432,-1000,住信SBIネット銀行,未分類,未分類,,0,3RwSg0v0_-bxU5myMPML6w
1,2021/12/19,デビット 372769,-318,住信SBIネット銀行,未分類,未分類,,0,p2OSoJ3GyL_YslhoXQMS0A
1,2021/12/19,利息,11,住信SBIネット銀行,収入,その他入金,,0,ff8VdyOWQTI1QnsWgYfbww
1,2021/12/19,国税,-1,住信SBIネット銀行,税・社会保障,その他税・社会保障,,0,y078OeNVxsU4a7LBz_iaLg
0,2021/12/19,普通 クレジット支払い,-6000,住信SBIネット銀行,未分類,未分類,,1,O89gW2GX_5CttC_e0JFbNg
0,2021/12/19,SBIハイブリッド預金,6000,住信SBIネット銀行,未分類,未分類,,1,rZCmRHxALyfN7YK3CANhug
0,2021/12/19,普通 円 代表口座,-3000,住信SBIネット銀行,未分類,未分類,,1,J_Mt28QxPOHlYIHgeo0oXQ
1,2021/12/20,ジェクス コンドーム ZONE ゾーン 10個入 販売: アマゾンジャパン合同会社,-888,Amazon.co.jp,未分類,未分類,,0,oMluNoueNVSHlUvYtI3CqA
1,2021/12/20,リューブゼリー 55g 販売: アマゾンジャパン合同会社,-691,Amazon.co.jp,日用品,日用品,,0,thD5h-YZJc52J_sOCa4pyQ
1,2021/12/20,Amazonベーシック DisplayPort to HDMI A/F変換アダプター HDMI 1.4規格 販売: アマゾンジャパン合同会社,-1016,Amazon.co.jp,未分類,未分類,,0,kfHLgRxVFmVGUTW32pBXoA
1,2021/12/20,Amazonポイント,229,Amazon.co.jp,未分類,未分類,,0,B_7aOYOS07HGDe-qZ7QrGQ
1,2021/12/20,デビット 449624,-650,住信SBIネット銀行,未分類,未分類,,0,_hSryvx8CdAMj5CeFn4PKQ
1,2021/12/21,レック ホームフェルト フリー 100 O-289 (324円 * 2点) 販売: アマゾンジャパン合同会社,-648,Amazon.co.jp,未分類,未分類,,0,Egbgupf9CBGXJbfQc4GrZQ
0,2021/12/22,SBIハイブリッド預金,1700,住信SBIネット銀行,未分類,未分類,,1,8QxY3MRkCxz2u2o7H9k3-g
1,2021/12/22,デビット 563942,-1695,住信SBIネット銀行,未分類,未分類,,0,DKZuxK-8WYhWFKmBIq86Rw
0,2021/12/22,普通 代表口座,-1700,住信SBIネット銀行,未分類,未分類,,1,6ALs62fN7Plmp3lBP8rEtw
0,2021/12/23,普通 円 クレジット支払い,29000,住信SBIネット銀行,未分類,未分類,,1,g0yhq-25n-xk4S823u_mdQ
0,2021/12/23,SBIハイブリッド預金,1000,住信SBIネット銀行,未分類,未分類,,1,5NE485HdN59DDkKhqNxW_A
0,2021/12/23,振込*シマダ シヨウゴ,-30000,住信SBIネット銀行,未分類,未分類,,0,wKZI1cpSdSufocIlMvixJw
0,2021/12/23,普通 クレジット支払い,-13000,住信SBIネット銀行,未分類,未分類,,1,ShMEBOXWSG2ka_oAYYv3yQ
0,2021/12/23,普通 代表口座,-1000,住信SBIネット銀行,未分類,未分類,,1,UUQmYXtIcRO2i8NGfigItg
0,2021/12/23,SBIハイブリッド預金,13000,住信SBIネット銀行,未分類,未分類,,1,snzdKbgL17JHAX3dPvTKDA
0,2021/12/23,普通 円 代表口座,-29000,住信SBIネット銀行,未分類,未分類,,1,RD6RvFGJ1QTSE-XB27Bx4g
1,2021/12/24,振込 シマダ シヨウゴ,381310,三井住友銀行,未分類,未分類,,0,GvFSONUhYxnUKVr5MLdEhw
1,2021/12/24,給与*ニンテンドウ(カ,504064,住信SBIネット銀行,収入,給与,,0,MHQq5sYg9GdDTiVA8gJEfA
1,2021/12/24,振込*シマダ シヨウゴ,-53000,住信SBIネット銀行,未分類,未分類,,0,4Q1B_wtrGq2ySqJhx8rsNQ
1,2021/12/24,振込*シマダ シヨウゴ,-381310,住信SBIネット銀行,未分類,未分類,,0,7uOdphWSYhHk3-M2mgtV1A
1,2021/12/24,デビット 700864,-480,住信SBIネット銀行,未分類,未分類,,0,gHT0_QEfdc3e86bKZXzKeg
1,2021/12/24,デビット 771172,-650,住信SBIネット銀行,未分類,未分類,,0,Fe1DrEJcsH0-g5ihIrKzdA
1,2021/12/24,デビット 772113,-663,住信SBIネット銀行,未分類,未分類,,0,pOKnIXTbM74Yuj39WGxrmQ
0,2021/12/24,普通 円 人と使うお金,-10000,住信SBIネット銀行,未分類,未分類,,1,efPuAFk_zLILTU_KGUH1Hw
0,2021/12/24,普通 円 人と使うお金,5000,住信SBIネット銀行,未分類,未分類,,1,6KCmIqCo0fV_jUwSA1GTkw
1,2021/12/24,普通 円 旅行に行こう!,-15000,住信SBIネット銀行,未分類,未分類,,0,n2IrMXTUySojOxkfG4Oogw
0,2021/12/24,普通 円 浮いたお金,10000,住信SBIネット銀行,未分類,未分類,,1,yzVROn2esvl-RpTAy1IqeQ
0,2021/12/24,普通 円 浮いたお金,-5000,住信SBIネット銀行,未分類,未分類,,1,ssXbdfCYAVbCC-F2nGGEFA
1,2021/12/25,AOUSNO 電マ コードレス 電動 防水 強力 静音 小型 USB充電 シリコン製 (ブラック) 販売: shenzhenyiju,-1780,Amazon.co.jp,未分類,未分類,,0,0eNrjLm06q5rDC6ddjmgnQ
0,2021/12/25,普通 円 人と使うお金,-5000,住信SBIネット銀行,未分類,未分類,,1,7cF4KFknJFygS4I2b-7TMg
1,2021/12/25,普通 円 旅行に行こう!,-15000,住信SBIネット銀行,未分類,未分類,,0,KJfW79MYU5YdJA8wi_RHSw
1,2021/12/25,普通 円 旅行に行こう!,15000,住信SBIネット銀行,未分類,未分類,,0,CrEcWDbg_ChDLWMA23TzzA
0,2021/12/25,普通 円 人と使うお金,5000,住信SBIネット銀行,未分類,未分類,,1,w8y7NWTapguwHxiI6s1XHA
1,2021/12/25,デビット 825616,-600,住信SBIネット銀行,未分類,未分類,,0,oCxH5tGEpPNyoff41T8MJQ
1,2021/12/25,ATM セブン銀行,-13000,住信SBIネット銀行,現金・カード,ATM引き出し,,0,sS8UTfO3H8w_8Z_i_YMSAQ
1,2021/12/25,デビット 852078,-1099,住信SBIネット銀行,未分類,未分類,,0,uJSWFOw6QWYUOrHJKcqnAQ
0,2021/12/25,普通 円 クレジット支払い,-10000,住信SBIネット銀行,未分類,未分類,,1,1XermDTEn2jJNJQt6AhE1g
1,2021/12/25,振込*シマダ シヨウゴ,-10000,住信SBIネット銀行,未分類,未分類,,0,95n9-CqBJkJWhZSyFYsKVw
0,2021/12/25,普通 円 クレジット支払い,10000,住信SBIネット銀行,未分類,未分類,,1,kU8-dn9hGyxNNklDTRIvqw
1,2021/12/25,振込*シマダ シヨウゴ,-2000,住信SBIネット銀行,未分類,未分類,,0,Wz42TsxKqZF-WYq2OPXkRA
0,2021/12/25,普通 円 代表口座,10000,住信SBIネット銀行,未分類,未分類,,1,QAY4qnppHEqiQUrK3vUd_Q
0,2021/12/25,普通 円 代表口座,-10000,住信SBIネット銀行,未分類,未分類,,1,vs4-lT3g09TD2BKPQR4Djg
0,2021/12/25,普通 円 代表口座,5000,住信SBIネット銀行,未分類,未分類,,1,fNHF9DY31HluaC2IzDbAiQ
0,2021/12/25,普通 円 代表口座,-5000,住信SBIネット銀行,未分類,未分類,,1,1B6Ce6ITDybfgs2vX4QQxQ
1,2021/12/26,TABITORA(タビトラ) スーツケース 小型 人気 キャリーバッグ TSAロック搭載 旅行用品 出張 超軽量 大容量 静音 8輪 アルミフレーム 安心一年サービス 39L 4KG シルバー SS 販売: 本郎貿易株式会社,-9622,Amazon.co.jp,自動車,ガソリン,,0,PAlg3-ky8TYRx-DSaO5sBA
1,2021/12/26,デビット 923323,-1388,住信SBIネット銀行,未分類,未分類,,0,hSm9U8q2vS57K-nMuXQllQ
0,2021/12/26,普通 円 浮いたお金,5000,住信SBIネット銀行,未分類,未分類,,1,kdW9tUoGWM8Cn3kNUoVbUg
1,2021/12/26,普通 円 旅行に行こう!,14000,住信SBIネット銀行,未分類,未分類,,0,QzsICBRCWZmaB2WDWEGgDg
1,2021/12/26,デビット 952423,-620,住信SBIネット銀行,未分類,未分類,,0,nQgcFgtlncvJf1rygPTPRA
0,2021/12/26,普通 円 代表口座,-5000,住信SBIネット銀行,未分類,未分類,,1,cYinzOpxqO23dVSzRL1zxA
0,2021/12/27,普通 円 クレジット支払い,-19000,住信SBIネット銀行,未分類,未分類,,1,FjLtm9TXioDGqI9weHkQ_A
1,2021/12/27,デビット 994984,-1475,住信SBIネット銀行,未分類,未分類,,0,PBkm9SJHIvyDzf5HkgP9Gg
1,2021/12/27,デビット 002418,-125,住信SBIネット銀行,未分類,未分類,,0,Jc_S2JlIIsZedVZLsgQ2ZQ
0,2021/12/27,普通 円 代表口座,19000,住信SBIネット銀行,未分類,未分類,,1,jDWRTJJoLgclFuDBjsstVg
1,2021/12/28,取消*デビット 852078,1099,住信SBIネット銀行,未分類,未分類,,0,65E5whZL47ugqmxNOhRAdA
1,2021/12/28,デビット 118297,-343,住信SBIネット銀行,未分類,未分類,,0,1aITsi7rY-MVC-a5DaS_ig
1,2021/12/28,デビット 118683,-633,住信SBIネット銀行,未分類,未分類,,0,bH7Z05DusvwKMFcgBdDwmg
1,2021/12/29,デビット 158204,-200,住信SBIネット銀行,未分類,未分類,,0,8M29TyHjVWK0lf_LjC5IdA
1,2021/12/29,デビット 174821,-1000,住信SBIネット銀行,未分類,未分類,,0,ED7hNy2SvZccFO6twK48Fw
1,2021/12/30,ATM セブン銀行,-13000,住信SBIネット銀行,現金・カード,ATM引き出し,,0,C6qpCMv_9Vo_eoAGJA_oog
1,2021/12/30,振込*イタリアンバールアルマ ダイヒヨウ,-3900,住信SBIネット銀行,未分類,未分類,,0,urCZ40DRK5lRgZCMBaRfIg
1,2021/12/31,デビット 353932,-1276,住信SBIネット銀行,未分類,未分類,,0,n9R_fXL6OjFQpgMB6EghJA
1,2022/01/01,デビット 419270,-1000,住信SBIネット銀行,未分類,未分類,,0,cupXAZZ8_YWuMY8ife5iFw
1,2022/01/01,デビット 437990,-1000,住信SBIネット銀行,未分類,未分類,,0,dFk2unjaByuQTddwaYIlGQ
0,2022/01/01,普通 円 旅行に行こう!,14000,住信SBIネット銀行,未分類,未分類,,0,RWAjbDypj0xg_HqRzgS2_w
0,2022/01/01,普通 円 クレジット支払い,19000,住信SBIネット銀行,未分類,未分類,,1,FIiuP42yTU5SMj_QCBSf3Q
1,2022/01/01,振込*シマダ シヨウゴ,-33000,住信SBIネット銀行,未分類,未分類,,0,UsnAcHVXCUdfw6CTNH1PAQ
1,2022/01/01,デビット 446738,-1000,住信SBIネット銀行,未分類,未分類,,0,s8cUhqTJ3SNZNjoCN_M-Ug
0,2022/01/01,普通 円 代表口座,-19000,住信SBIネット銀行,未分類,未分類,,1,4hRKbtLC4PaP5owUe_qGew
1,2022/01/02,デビット 495553,-1030,住信SBIネット銀行,未分類,未分類,,0,mmFgidlZsgN4ieGcE7wPRA
0,2022/01/02,普通 円 クレジット支払い,-10000,住信SBIネット銀行,未分類,未分類,,1,JOMJ4RD_zjwk7amaXXsQ-g
1,2022/01/02,デビット 503215,-761,住信SBIネット銀行,未分類,未分類,,0,VG8IT7lgXvMsjMYRnDdOCA
0,2022/01/02,普通 円 代表口座,10000,住信SBIネット銀行,未分類,未分類,,1,bdwe-Il2FseqCS-3oaNWbQ
1,2022/01/03,デミ ミレアムシャンプー & コンディショナー 1800ml レフィルセット 販売: ビューティーサポート,-3366,Amazon.co.jp,未分類,未分類,,0,hjJ1EX70bCekd89chGM8IA
0,2022/01/03,デビット 580589,-3366,住信SBIネット銀行,未分類,未分類,,1,k1yIydckxqY0vb0QBFiWvA
0,2022/01/03,普通 円 浮いたお金,10000,住信SBIネット銀行,未分類,未分類,,1,Poz8sV4mxC3HuKi-iCpIgA
1,2022/01/03,デビット 596921,-980,住信SBIネット銀行,未分類,未分類,,0,VXJOGr5K2ldaagMJ63g7uA
0,2022/01/03,普通 円 代表口座,-10000,住信SBIネット銀行,未分類,未分類,,1,FT7vudvURmEOtcsK8JTz3Q
